Size Level.sav: 47488751 bytes
Now checking the data...
Now counting pals...
Now populating the information...
Inactive Guild: Unnamed Guild | Guild ID: e1e17eca-4260-9ba2-6360-8c9fd0b651dc | Reason: No players found.

Guild: Unnamed Guild | Guild Leader: Ultramaster | Guild ID: 76032364-43a0-fb7b-9b7a-94b4e23c0fb0
Base Locations: 0
Guild Players: 1
Player: Ultramaster | UID: 0fc48113-0000-0000-0000-000000000000 | Level: 5 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-12 12:18:49 (42d:17h:27m:30s ago)

Guild: Unnamed Guild | Guild Leader: Mophie | Guild ID: 543002e9-4c7a-eb08-855c-76b4ddac8405
Base Locations: 0
Guild Players: 1
Player: Mophie | UID: 3b516cc3-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 06:34:02 (42d:23h:12m:17s ago)

Guild: Unnamed Guild | Guild Leader: Kazu | Guild ID: e0141a5e-41f7-7c25-3984-a29f9948d8e1
Base Locations: 0
Guild Players: 1
Player: Kazu | UID: 4aa9c38c-0000-0000-0000-000000000000 | Level: 6 | Caught: 9 | Owned: 9 | Encounters: 6 | Uniques: 6 | Last Online: 2024-08-24 02:32:32 (31d:3h:13m:47s ago)

Guild: Unnamed Guild | Guild Leader: Vazrog | Guild ID: 1a6942aa-459b-3ef7-60ee-4da44b1501ae
Base Locations: 0
Guild Players: 1
Player: Vazrog | UID: e1ccba0c-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 11:23:16 (42d:18h:23m:3s ago)

Guild: Unnamed Guild | Guild Leader: Taira | Guild ID: ec280fb5-4200-1493-4384-babd2133376a
Base Locations: 0
Guild Players: 1
Player: Taira | UID: 138412e6-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 04:56:14 (42d:50m:5s ago)

Guild: Unnamed Guild | Guild Leader: LordChingusBingus | Guild ID: 02006d02-42c0-2e76-c4a6-15ae6637f97b
Base Locations: 0
Guild Players: 1
Player: LordChingusBingus | UID: b849e715-0000-0000-0000-000000000000 | Level: 8 | Caught: 2 | Owned: 2 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-12 13:25:07 (42d:16h:21m:13s ago)

Guild: Unnamed Guild | Guild Leader: iPae | Guild ID: 11ded2dc-45fa-2946-787a-e49a6f2e2708
Base Locations: 0
Guild Players: 1
Player: iPae | UID: ead6f968-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 12:11:28 (42d:17h:34m:51s ago)

Guild: Unnamed Guild | Guild Leader: Shaky | Guild ID: 3f79fd37-44e1-0d77-736e-9090f190cc56
Base Locations: 0
Guild Players: 1
Player: Shaky | UID: cd2012b8-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 08:03:38 (42d:21h:42m:41s ago)

Guild: Unnamed Guild | Guild Leader: IO | Guild ID: 4c9f9ac5-4f45-fea8-ca36-5bbb0d7e8cc3
Base Locations: 0
Guild Players: 1
Player: IO | UID: 2965e84e-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 14:13:53 (40d:15h:32m:26s ago)

Guild: Unnamed Guild | Guild Leader: Ohiogrim | Guild ID: f6388cd8-4ae4-d965-80dd-24ab4abb4792
Base Locations: 0
Guild Players: 1
Player: Ohiogrim | UID: 4c4f7388-0000-0000-0000-000000000000 | Level: 11 | Caught: 12 | Owned: 4 | Encounters: 7 | Uniques: 7 | Last Online: 2024-08-12 14:10:52 (42d:15h:35m:27s ago)

Guild: Unnamed Guild | Guild Leader: Billy | Guild ID: f3db68d8-4f41-13a0-f588-2c9b0b9a7b00
Base Locations: 0
Guild Players: 1
Player: Billy | UID: 1e05e819-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 13:22:19 (42d:16h:24m:0s ago)

Guild: Unnamed Guild | Guild Leader: Sapeco | Guild ID: 9114a57a-44c7-e1d4-b2b5-34a7b0514cc8
Base Locations: 0
Guild Players: 1
Player: Sapeco | UID: 995a0421-0000-0000-0000-000000000000 | Level: 4 | Caught: 2 | Owned: 2 | Encounters: 2 | Uniques: 2 | Last Online: 2024-08-29 13:18:39 (25d:16h:27m:40s ago)

Guild: Unnamed Guild | Guild Leader: Francisco. | Guild ID: 173bd320-40ba-a6fd-b600-e28e377c3b5c
Base Locations: 0
Guild Players: 1
Player: Francisco. | UID: 62ce0b7b-0000-0000-0000-000000000000 | Level: 12 | Caught: 8 | Owned: 8 | Encounters: 8 | Uniques: 8 | Last Online: 2024-08-13 07:53:12 (41d:21h:53m:7s ago)

Guild: Unnamed Guild | Guild Leader: herakroz-TWITCH | Guild ID: 61ef121c-4417-79d6-f49c-cbac715755b6
Base Locations: 0
Guild Players: 1
Player: herakroz-TWITCH | UID: 67cf6370-0000-0000-0000-000000000000 | Level: 7 | Caught: 5 | Owned: 5 | Encounters: 5 | Uniques: 5 | Last Online: 2024-08-12 12:25:07 (42d:17h:21m:12s ago)

Guild: Unnamed Guild | Guild Leader: DataBass | Guild ID: 1b505f99-461f-032b-39c3-6896c3917c4a
Base Locations: 0
Guild Players: 1
Player: DataBass | UID: 304d80f3-0000-0000-0000-000000000000 | Level: 9 | Caught: 14 | Owned: 10 | Encounters: 8 | Uniques: 8 | Last Online: 2024-08-12 10:41:15 (42d:19h:5m:4s ago)

Guild: Unnamed Guild | Guild Leader: BUZZK1LL_43 | Guild ID: 90d293f8-4679-aa67-fa8c-838d75bc5ad4
Base Locations: 0
Guild Players: 1
Player: BUZZK1LL_43 | UID: 9ae0ea01-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 12:57:59 (42d:16h:48m:20s ago)

Guild: Unnamed Guild | Guild Leader: jeff | Guild ID: 7ee41589-4ed0-b3c4-e463-208c0562be5b
Base Locations: 0
Guild Players: 1
Player: jeff | UID: e841a9fc-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 11:51:53 (42d:17h:54m:26s ago)

Guild: Unnamed Guild | Guild Leader: Tobias | Guild ID: f513792a-4ebd-f0a3-07b2-1687b54e8365
Base Locations: 0
Guild Players: 1
Player: Tobias | UID: 0d8f09da-0000-0000-0000-000000000000 | Level: 9 | Caught: 5 | Owned: 4 | Encounters: 5 | Uniques: 5 | Last Online: 2024-08-12 18:29:11 (42d:11h:17m:8s ago)

Guild: Unnamed Guild | Guild Leader: jojo | Guild ID: 4e0d9db8-4bc3-021c-5acd-23877f82a662
Base Locations: 0
Guild Players: 1
Player: jojo | UID: fda6f790-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 15:20:40 (42d:14h:25m:39s ago)

Guild: Unnamed Guild | Guild Leader: PurpleHaze9769 | Guild ID: 238d7d8e-443f-c601-d80d-ba9cc9d61cb9
Base Locations: 0
Guild Players: 1
Player: PurpleHaze9769 | UID: facb073d-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 10:11:06 (42d:19h:35m:13s ago)

Guild: Unnamed Guild | Guild Leader: Sponkert | Guild ID: 6fea1934-40c8-96a3-20d7-068413700c7b
Base Locations: 0
Guild Players: 1
Player: Sponkert | UID: 6bdc12f4-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 16:21:27 (42d:13h:24m:52s ago)

Guild: Unnamed Guild | Guild Leader: Sadmoto | Guild ID: 49408ccf-451f-d145-41ce-b2b10097ff44
Base Locations: 0
Guild Players: 1
Player: Sadmoto | UID: 6e024ee7-0000-0000-0000-000000000000 | Level: 15 | Caught: 48 | Owned: 48 | Encounters: 11 | Uniques: 11 | Last Online: 2024-08-12 13:13:10 (42d:16h:33m:9s ago)

Guild: Unnamed Guild | Guild Leader: BigSlingin | Guild ID: b8c09823-4e27-b94f-36d5-11ba12f369de
Base Locations: 0
Guild Players: 1
Player: BigSlingin | UID: 0ffcad3e-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 11:33:09 (42d:18h:13m:10s ago)

Guild: Unnamed Guild | Guild Leader: mcgamer3ds | Guild ID: 4cbe4051-4341-ab98-4d3c-deab5b49aacd
Base Locations: 0
Guild Players: 1
Player: mcgamer3ds | UID: d6eb2639-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 14:25:46 (42d:15h:20m:33s ago)

Guild: Unnamed Guild | Guild Leader: deaf blind autistic | Guild ID: 87b27f14-4690-38fb-4a24-c785fc6dcac3
Base Locations: 0
Guild Players: 1
Player: deaf blind autistic | UID: 97a21b35-0000-0000-0000-000000000000 | Level: 5 | Caught: 4 | Owned: 5 | Encounters: 5 | Uniques: 4 | Last Online: 2024-08-14 16:38:48 (40d:13h:7m:31s ago)

Guild: Unnamed Guild | Guild Leader: DIDNT SEE THAT COMIN | Guild ID: a67143f6-4e7a-3f42-584c-0a8e76f01f71
Base Locations: 0
Guild Players: 1
Player: DIDNT SEE THAT COMIN | UID: 6efb1bab-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 17:36:41 (42d:12h:9m:38s ago)

Guild: Unnamed Guild | Guild Leader: Funless | Guild ID: 178ef81e-44cc-b02d-49a9-9f8e237d3191
Base Locations: 0
Guild Players: 1
Player: Funless | UID: f591d84f-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 14:07:12 (42d:15h:39m:7s ago)

Guild: Unnamed Guild | Guild Leader: HappyStick | Guild ID: ea39596a-45cb-3441-b991-00b538084443
Base Locations: 0
Guild Players: 1
Player: HappyStick | UID: 14fb4fc1-0000-0000-0000-000000000000 | Level: 16 | Caught: 43 | Owned: 34 | Encounters: 19 | Uniques: 19 | Last Online: 2024-08-13 11:33:16 (41d:18h:13m:3s ago)

Guild: Unnamed Guild | Guild Leader: Slyconyers | Guild ID: 53e46a6f-4ff5-9460-3b29-58b5f6a1d7eb
Base Locations: 0
Guild Players: 1
Player: Slyconyers | UID: 2148bc45-0000-0000-0000-000000000000 | Level: 4 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-13 10:13:09 (41d:19h:33m:10s ago)

Guild: Unnamed Guild | Guild Leader: XcthulhuX | Guild ID: b98b7740-4962-190d-81e0-58b6ed1a2ed8
Base Locations: 0
Guild Players: 1
Player: XcthulhuX | UID: e21082c1-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 14:03:37 (41d:15h:42m:42s ago)

Guild: Unnamed Guild | Guild Leader: Billzera | Guild ID: c565875d-4a24-fa99-8391-05a6eccc0638
Base Locations: 0
Guild Players: 1
Player: Billzera | UID: 5c90a6e1-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 14:01:20 (41d:15h:44m:59s ago)

Guild: Unnamed Guild | Guild Leader: Kai | Guild ID: 2243854a-4203-4a2f-36c8-75a21561417a
Base Locations: 0
Guild Players: 1
Player: Kai | UID: 0e8d757e-0000-0000-0000-000000000000 | Level: 15 | Caught: 22 | Owned: 13 | Encounters: 14 | Uniques: 14 | Last Online: 2024-08-25 02:16:22 (30d:3h:29m:58s ago)

Guild: Unnamed Guild | Guild Leader: TheGrimsComing4u | Guild ID: dda3670d-4914-98a8-6fd3-0f8de6899526
Base Locations: 0
Guild Players: 1
Player: TheGrimsComing4u | UID: 5c0fc3e7-0000-0000-0000-000000000000 | Level: 4 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-13 15:27:45 (41d:14h:18m:34s ago)

Guild: Unnamed Guild | Guild Leader: Ozzi | Guild ID: 26426560-475f-23ae-ccaf-b1a7f3ea93da
Base Locations: 0
Guild Players: 1
Player: Ozzi | UID: d1cd46cb-0000-0000-0000-000000000000 | Level: 34 | Caught: 259 | Owned: 241 | Encounters: 88 | Uniques: 88 | Last Online: 2024-08-22 00:40:51 (33d:5h:5m:28s ago)

Guild: Unnamed Guild | Guild Leader: ⓏⒺⓃ™ | Guild ID: 2921e993-48b6-80c3-465a-2db9ea93835c
Base Locations: 0
Guild Players: 1
Player: ⓏⒺⓃ™ | UID: 8f98964e-0000-0000-0000-000000000000 | Level: 6 | Caught: 1 | Owned: 0 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-17 09:50:56 (37d:19h:55m:23s ago)

Guild: Unnamed Guild | Guild Leader: Verdelet | Guild ID: 539d099c-4440-275f-afda-18ae5616df4c
Base Locations: 0
Guild Players: 1
Player: Verdelet | UID: 5f201024-0000-0000-0000-000000000000 | Level: 21 | Caught: 98 | Owned: 49 | Encounters: 25 | Uniques: 25 | Last Online: 2024-08-21 10:55:09 (33d:18h:51m:10s ago)

Guild: Unnamed Guild | Guild Leader: Floki | Guild ID: a2c4dd1e-4af7-9128-8de1-04a9700399fa
Base Locations: 0
Guild Players: 1
Player: Floki | UID: c8accfac-0000-0000-0000-000000000000 | Level: 10 | Caught: 10 | Owned: 10 | Encounters: 10 | Uniques: 10 | Last Online: 2024-08-15 18:48:07 (39d:10h:58m:12s ago)

Guild: Unnamed Guild | Guild Leader: bossanova | Guild ID: d2c50a23-49b1-3552-ca3b-9ead52f4ea9d
Base Locations: 0
Guild Players: 1
Player: bossanova | UID: 503ab6f5-0000-0000-0000-000000000000 | Level: 5 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 21:51:53 (42d:7h:54m:26s ago)

Guild: Unnamed Guild | Guild Leader: Nawar | Guild ID: bbd268e6-4ec3-71cc-b21a-ef82af305f22
Base Locations: 0
Guild Players: 1
Player: Nawar | UID: 75990c93-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 12:45:28 (41d:17h:51s ago)

Guild: Unnamed Guild | Guild Leader: mcdipples | Guild ID: 045051f7-4235-0566-6b69-749f0308238e
Base Locations: 0
Guild Players: 1
Player: mcdipples | UID: 179d0157-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 18:03:57 (40d:11h:42m:22s ago)

Guild: Unnamed Guild | Guild Leader: Final Boss | Guild ID: 1716d46e-4ccd-e083-2e99-b59b8d0b7498
Base Locations: 0
Guild Players: 1
Player: Final Boss | UID: cb848aab-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 20:15:31 (41d:9h:30m:48s ago)

Guild: Unnamed Guild | Guild Leader: BigBadWolf | Guild ID: 2c3e9ab4-40e9-bfb3-7527-1e9f2e5101e5
Base Locations: 0
Guild Players: 1
Player: BigBadWolf | UID: d2a539b0-0000-0000-0000-000000000000 | Level: 4 | Caught: 1 | Owned: 1 | Encounters: 1 | Uniques: 1 | Last Online: 2024-08-12 22:54:29 (42d:6h:51m:50s ago)

Guild: Unnamed Guild | Guild Leader: Cherry | Guild ID: c2775774-44e6-3a40-6991-9c9801b293ec
Base Locations: 0
Guild Players: 1
Player: Cherry | UID: f6d68fe5-0000-0000-0000-000000000000 | Level: 7 | Caught: 10 | Owned: 10 | Encounters: 5 | Uniques: 5 | Last Online: 2024-08-14 02:19:28 (41d:3h:26m:51s ago)

Guild: Unnamed Guild | Guild Leader: 123 | Guild ID: 9e2ebdb5-40a8-ef46-3dc6-5da820839a77
Base Locations: 0
Guild Players: 1
Player: 123 | UID: b4b747e4-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 13:31:02 (41d:16h:15m:17s ago)

Guild: Unnamed Guild | Guild Leader: NICK DORM | Guild ID: 0cfa61b7-4f79-177b-86ad-c08d7f2d8cab
Base Locations: 0
Guild Players: 1
Player: NICK DORM | UID: 8e0e7b3d-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 21:58:09 (42d:7h:48m:11s ago)

Guild: Unnamed Guild | Guild Leader: Ryuuktsu | Guild ID: 41088492-4453-d7d1-8fa2-ed827a6bd12a
Base Locations: 0
Guild Players: 1
Player: Ryuuktsu | UID: 622969fd-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-18 22:18:03 (36d:7h:28m:16s ago)

Guild: Unnamed Guild | Guild Leader: SirSalamiThe21st | Guild ID: 7e36dfb0-4f84-5bd0-bdc6-dcaee14c44f0
Base Locations: 0
Guild Players: 1
Player: SirSalamiThe21st | UID: 5f6bbc5a-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 08:03:04 (41d:21h:43m:15s ago)

Guild: Unnamed Guild | Guild Leader: TheeDemiGoat | Guild ID: f0c21172-4656-6392-07f9-1186b8d535ad
Base Locations: 0
Guild Players: 1
Player: TheeDemiGoat | UID: ab372c28-0000-0000-0000-000000000000 | Level: 4 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 13:57:31 (41d:15h:48m:48s ago)

Guild: Unnamed Guild | Guild Leader: Maseko | Guild ID: 836ea90d-4f42-1480-e049-398dea4ee1a7
Base Locations: 0
Guild Players: 1
Player: Maseko | UID: 57f4875d-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-12 23:04:23 (42d:6h:41m:56s ago)

Guild: Unnamed Guild | Guild Leader: Goblin | Guild ID: a7237930-4d25-c6d1-42ce-56a655c25b5c
Base Locations: 0
Guild Players: 1
Player: Goblin | UID: 3751280e-0000-0000-0000-000000000000 | Level: 4 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 06:43:57 (41d:23h:2m:22s ago)

Guild: Unnamed Guild | Guild Leader: Lhotse | Guild ID: 80b741ab-442c-630e-bc77-0da55de0ad54
Base Locations: 0
Guild Players: 1
Player: Lhotse | UID: 2db41b13-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 11:00:08 (41d:18h:46m:11s ago)

Guild: Unnamed Guild | Guild Leader: Fox_of_flames | Guild ID: 4fa9bf0d-433d-fa0c-f38c-a3997b627f36
Base Locations: 0
Guild Players: 1
Player: Fox_of_flames | UID: c1840188-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 09:28:57 (41d:20h:17m:22s ago)

Guild: Unnamed Guild | Guild Leader: Shalissa | Guild ID: 031ea391-47e9-0daa-6e30-2991d63cb2b0
Base Locations: 0
Guild Players: 1
Player: Shalissa | UID: 14c7f41c-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 14:31:49 (41d:15h:14m:30s ago)

Guild: Unnamed Guild | Guild Leader: Jay Tha Red | Guild ID: caeb40d9-4c80-08e3-f157-3aad39aee64f
Base Locations: 0
Guild Players: 1
Player: Jay Tha Red | UID: a252eb6c-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:55:25 (41d:11h:50m:54s ago)

Guild: Unnamed Guild | Guild Leader: Vidal | Guild ID: a044fe80-486f-2afa-c48c-efbc8fd26ee9
Base Locations: 0
Guild Players: 1
Player: Vidal | UID: 1041c2ba-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 09:02:24 (41d:20h:43m:55s ago)

Guild: Unnamed Guild | Guild Leader: a mistake | Guild ID: 7ddc5981-4c09-740f-ab9c-ae8cd8560b15
Base Locations: 0
Guild Players: 1
Player: a mistake | UID: a11d52a7-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 15:44:21 (41d:14h:1m:58s ago)

Guild: Unnamed Guild | Guild Leader: Chaos | Guild ID: 76163e97-4d24-6d06-75e7-79883792581a
Base Locations: 0
Guild Players: 1
Player: Chaos | UID: e1e2f517-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:24:27 (41d:12h:21m:52s ago)

Guild: Unnamed Guild | Guild Leader: Skyzo | Guild ID: 88c94851-4f67-c71d-d838-67aaae3060b0
Base Locations: 0
Guild Players: 1
Player: Skyzo | UID: b3d40b7f-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:24:22 (41d:12h:21m:57s ago)

Guild: Unnamed Guild | Guild Leader: 789789 | Guild ID: 4f345509-44c2-8465-a75e-bd886ad21ccc
Base Locations: 0
Guild Players: 1
Player: 789789 | UID: 1c81993b-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:08:56 (41d:12h:37m:23s ago)

Guild: Unnamed Guild | Guild Leader: Harmy | Guild ID: 3517c265-4d09-fb3a-7204-48900ba3ed38
Base Locations: 0
Guild Players: 1
Player: Harmy | UID: fd302f50-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:24:03 (41d:12h:22m:16s ago)

Guild: Unnamed Guild | Guild Leader: AzureNite | Guild ID: b890e9ff-4e32-1cc8-72b1-e286144423a8
Base Locations: 0
Guild Players: 1
Player: AzureNite | UID: b2eb1ad0-0000-0000-0000-000000000000 | Level: 6 | Caught: 2 | Owned: 2 | Encounters: 2 | Uniques: 2 | Last Online: 2024-08-18 14:00:44 (36d:15h:45m:35s ago)

Guild: Unnamed Guild | Guild Leader: bluuunT | Guild ID: c37a9b2a-4f9c-14e6-30d1-ad926adc8c57
Base Locations: 0
Guild Players: 1
Player: bluuunT | UID: ae2bb621-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-13 17:12:43 (41d:12h:33m:36s ago)

Guild: Unnamed Guild | Guild Leader: Devilswork | Guild ID: 86c71ea7-4036-d7db-7d3e-b695c5f87f4c
Base Locations: 0
Guild Players: 1
Player: Devilswork | UID: 1062f46e-0000-0000-0000-000000000000 | Level: 3 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 00:09:23 (41d:5h:36m:57s ago)

Guild: Unnamed Guild | Guild Leader: EvilSmoke117 | Guild ID: 41a948e4-4e26-4142-7ff6-18b1a7c99b50
Base Locations: 0
Guild Players: 1
Player: EvilSmoke117 | UID: 0cfe8ced-0000-0000-0000-000000000000 | Level: 9 | Caught: 17 | Owned: 17 | Encounters: 10 | Uniques: 10 | Last Online: 2024-08-14 16:59:39 (40d:12h:46m:40s ago)

Guild: Unnamed Guild | Guild Leader: Undenounced | Guild ID: c5290dbe-40bf-1aff-1a8d-f390414c7bc7
Base Locations: 0
Guild Players: 2
Player: Undenounced | UID: a58c69ee-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 18:12:56 (40d:11h:33m:23s ago)
Player: Throbbing Dikcheese  | UID: b0f3ebb1-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 18:13:04 (40d:11h:33m:15s ago)

Guild: Unnamed Guild | Guild Leader: zPapayita | Guild ID: 0b4e228c-4aa6-6f30-23eb-c88a1421a6bf
Base Locations: 0
Guild Players: 1
Player: zPapayita | UID: 83b73c97-0000-0000-0000-000000000000 | Level: 9 | Caught: 20 | Owned: 16 | Encounters: 9 | Uniques: 9 | Last Online: 2024-08-14 21:44:10 (40d:8h:2m:9s ago)

Guild: Unnamed Guild | Guild Leader: Alwayssecond | Guild ID: c515d880-42cf-f362-c2d9-f685a7beb3de
Base Locations: 0
Guild Players: 1
Player: Alwayssecond | UID: 1b3b9584-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 00:11:17 (41d:5h:35m:2s ago)

Guild: Unnamed Guild | Guild Leader: Skeletor | Guild ID: 73cff423-4d6c-9711-dd4c-03a0017263ea
Base Locations: 0
Guild Players: 1
Player: Skeletor | UID: 96306b7e-0000-0000-0000-000000000000 | Level: 8 | Caught: 12 | Owned: 7 | Encounters: 9 | Uniques: 9 | Last Online: 2024-08-16 02:02:14 (39d:3h:44m:5s ago)

Guild: Unnamed Guild | Guild Leader: Publius | Guild ID: 4f2a9a57-4423-0b31-1d12-499426db1a81
Base Locations: 0
Guild Players: 1
Player: Publius | UID: e3d9e221-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 14:29:40 (40d:15h:16m:40s ago)

Guild: Unnamed Guild | Guild Leader: Shadow Rebel88 | Guild ID: 3e7c1515-46ed-8b74-1717-ffa499231887
Base Locations: 0
Guild Players: 1
Player: Shadow Rebel88 | UID: a28610e8-0000-0000-0000-000000000000 | Level: 7 | Caught: 5 | Owned: 5 | Encounters: 4 | Uniques: 4 | Last Online: 2024-08-14 07:59:11 (40d:21h:47m:8s ago)

Guild: Unnamed Guild | Guild Leader: Taizumy | Guild ID: cc9ef3ee-4ba2-1e75-8330-77922e180e25
Base Locations: 0
Guild Players: 1
Player: Taizumy | UID: a8187034-0000-0000-0000-000000000000 | Level: 0 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-16 03:23:11 (39d:2h:23m:8s ago)

Guild: Unnamed Guild | Guild Leader: Kuuna | Guild ID: 7bb59268-4937-3b98-eae7-49a9247ea626
Base Locations: 0
Guild Players: 1
Player: Kuuna | UID: 47d366a5-0000-0000-0000-000000000000 | Level: 2 | Caught: 0 | Owned: 0 | Encounters: 0 | Uniques: 0 | Last Online: 2024-08-14 14:21:34 (40d:15h:24m:45s ago)

Guild: Unnamed Guild | Guild Leader: funchow | Guild ID: c83fee0a-451b-05fc-5904-ad88c7b8931f
Base Locations: 0
Guild Players: 1
